Ad_Post_Date,Ad_Views,Address,Agency,District,ID,Link,Price,Price_Unit,Property_Type,Seller,Seller_Contact,Seller_Email,Title
"Oct 16, 2022",821,Dhapasi,Ghar Jagga Bazar Realestate,Kathmandu,NH17960,https://www.nepalhomes.com/detail/house-on-sale-at-kunwar-colony-dhapasi,3.9 Cr,NA,House,Avinish Bantawa,9818909311,gharjaggabazar@gmail.com,"House on sale at Kunwar Colony, Dhapasi"
"Oct 16, 2022",88,Imadol,Nepal Real Estate Solution,Lalitpur,NH17957,https://www.nepalhomes.com/detail/attractive-house-for-sale-in-imadol-lalitpur,2.75 Cr,NA,House,Gopal Barudi,9851169909,info@realestateinnepal.com,"Attractive house for sale in Imadol, Lalitpur"
"Oct 16, 2022",344,Dhumbarahi,Fix Home Solutions,Kathmandu,NH17962,https://www.nepalhomes.com/detail/house-on-rent-at-dhumbarahi-kathmandu,1.25 Lac,m,House,,9863680035,fixjars@gmail.com,"House on rent at Dhumbarahi, Kathmandu"
"Oct 16, 2022",283,Tikathali,Nepalhomes,Lalitpur,NH17961,https://www.nepalhomes.com/detail/beautiful-house-on-sale-at-tikathali-lalitpur,2.15 Cr,NA,House,,980-1189696,admin@nepalhomes.com,"Beautiful house on sale at Tikathali, Lalitpur"
"Oct 16, 2022",209,Thapathali,Surja Bahadur Jyoo,Kathmandu,NH17951,https://www.nepalhomes.com/detail/fully-furnished-office-space-for-sale-at-thapathali,50 Lac,NA,Office Space,,980-1189696,surja.jyoo@softvision.com,Fully furnished office space for sale at Thapathali
"Oct 16, 2022",1k,Maharajgunj,Nepal Bhoomi Real Estate Agency,Kathmandu,NH17950,https://www.nepalhomes.com/detail/beautiful-house-on-sale-at-ganesh-basti-maharajgunj,7.25 Cr,NA,House,Suresh Tamang,9818783518,info@nepalbhoomi.com,"Beautiful house on sale at Ganesh Basti, Maharajgunj"
"Oct 14, 2022",52,Gyaneshwor,Nepal Home Search,Kathmandu,NH17944,https://www.nepalhomes.com/detail/land-on-sale-at-gyaneshwor-kathmandu,1.25 Cr,aana,Land,Prakash Subba,9802070333,info@nepalhomesearch.com,"Land on sale at Gyaneshwor, Kathmandu"
"Oct 14, 2022",236,Halgadha,sachin baral,Sunsari,NH17949,https://www.nepalhomes.com/detail/land-on-sale-near-shiva-marga-itahari,5 Lac,dhur,Land,,980-1189696,sachin.ioepc@gmail.com,"Land on sale near Shiva Marga, Itahari"
"Oct 14, 2022",210,Bhatkeko Pool,Aawas Realtors,Kathmandu,NH17945,https://www.nepalhomes.com/detail/land-for-rent-at-bhatkekopul-kathmandu,5.5 Lac,m,Land,Bikal Chaulagain,9803136585,aawasrealtor@gmail.com,"Land for rent at Bhatkekopul, Kathmandu"
"Oct 14, 2022",307,Thapathali,Aawas Realtors,Kathmandu,NH17948,https://www.nepalhomes.com/detail/apartment-for-sale-at-thapathali,3.25 Cr,NA,Apartment,Bikal Chaulagain,9803136585,aawasrealtor@gmail.com,Apartment for Sale at Thapathali
"Oct 14, 2022",135,Bishalnagar,Nepal Home Search,Kathmandu,NH17946,https://www.nepalhomes.com/detail/4-bhk-flat-on-sale-at-central-park-apartment-bishalnagar,5.65 Cr,NA,Apartment,Prakash Subba,9802070333,info@nepalhomesearch.com,4 BHK flat on sale at Central Park Apartment Bishalnagar
"Oct 11, 2022",153,Banasthali,Fyafulla Real Estate Services,Kathmandu,NH17929,https://www.nepalhomes.com/detail/residential-land-for-sale-at-annapurna-chowk-banasthali,47 Lac,aana,Land,Tul Bahadur Tamang,9851132469,info@fyafullaa.com,"Residential land for sale at Annapurna Chowk, Banasthali"
"Oct 14, 2022",112,Sitapaila,Aawas Realtors,Kathmandu,NH17947,https://www.nepalhomes.com/detail/land-on-sale-at-sitapaila-nagarjun,37 Lac,aana,Land,Bikal Chaulagain,9803136585,aawasrealtor@gmail.com,"Land on sale at Sitapaila, Nagarjun"
"Oct 13, 2022",229,Gokarna,Nepal Real Estate Solution,Kathmandu,NH17942,https://www.nepalhomes.com/detail/beautiful-bungalow-on-rent-at-gokarna-kathmandu,1.25 Lac,m,House,Gopal Barudi,9851169909,info@realestateinnepal.com,"Beautiful bungalow on rent at Gokarna, Kathmandu"
"Oct 12, 2022",516,Dhapasi,Nepal Home Search,Kathmandu,NH17936,https://www.nepalhomes.com/detail/attarctive-house-on-sale-at-dhapasi-tokha,25 Cr,NA,House,Prakash Subba,9802070333,info@nepalhomesearch.com,"Attarctive house on sale at Dhapasi, Tokha"
"Oct 13, 2022",82,Sitapaila,Aawas Realtors,Kathmandu,NH17938,https://www.nepalhomes.com/detail/attractive-land-for-sale-at-sitapaila-nagarjun,50 Lac,aana,Land,Bikal Chaulagain,9803136585,aawasrealtor@gmail.com,"Attractive land for Sale at Sitapaila, Nagarjun"
"Oct 13, 2022",144,Kusunti,Aawas Realtors,Lalitpur,NH17941,https://www.nepalhomes.com/detail/attractive-land-on-sale-at-kusunti-lalitpur,65 Lac,aana,Land,Bikal Chaulagain,9803136585,aawasrealtor@gmail.com,"Attractive land on sale at Kusunti, Lalitpur"
"Oct 10, 2022",172,Phutung,Fyafulla Real Estate Services,Kathmandu,NH17927,https://www.nepalhomes.com/detail/land-on-sale-at-phutung-thapagaun,33 Lac,aana,Land,Tul Bahadur Tamang,9851132469,info@fyafullaa.com,"Land on sale at Phutung, Thapagaun"
"Oct 13, 2022",334,Golfutar,Lucky Housing and Real Estate,Kathmandu,NH17939,https://www.nepalhomes.com/detail/beautiful-house-on-sale-at-golfutar-basketball-court,2.95 Cr,NA,House,Uddhav Sedhain,9823013235,support@nepalhomes.com,Beautiful house on sale at Golfutar Basketball Court
"Oct 13, 2022",105,Sundarbasti,Lucky Housing and Real Estate,Kathmandu,NH17940,https://www.nepalhomes.com/detail/newly-built-house-on-sale-at-sundarbasti-budhanilkatha,3.85 Cr,NA,House,Uddhav Sedhain,9823013235,support@nepalhomes.com,"Newly built house on sale at Sundarbasti, Budhanilkatha"
"Oct 9, 2022",262,Imadol,G.P. Real Estate Services,Lalitpur,NH17918,https://www.nepalhomes.com/detail/land-on-sale-at-shital-height-imadol,42 Lac,aana,Land,Pradip Karki,9860342444,realstategp46@gmail.com,"Land on sale at Shital Height, Imadol"
"Oct 9, 2022",101,Imadol,G.P. Real Estate Services,Lalitpur,NH17919,https://www.nepalhomes.com/detail/under-construction-house-on-sale-at-kamalpokhari,3.3 Cr,NA,House,Pradip Karki,9860342444,realstategp46@gmail.com,Under construction house on sale at Kamalpokhari
"Oct 10, 2022",183,Imadol,G.P. Real Estate Services,Lalitpur,NH17923,https://www.nepalhomes.com/detail/beautiful-house-on-sale-at-kamalpokhari,4 Cr,NA,House,Pradip Karki,9860342444,realstategp46@gmail.com,Beautiful house on sale at Kamalpokhari
"Oct 10, 2022",93,Imadol,G.P. Real Estate Services,Lalitpur,NH17925,https://www.nepalhomes.com/detail/residential-house-on-sale-at-nayabasti-lalitpur,3.25 Cr,NA,House,Pradip Karki,9860342444,realstategp46@gmail.com,"Residential house on sale at Nayabasti, Lalitpur"
"Oct 9, 2022",162,Imadol,G.P. Real Estate Services,Lalitpur,NH17920,https://www.nepalhomes.com/detail/residential-house-on-sale-at-kamalpokhari,3.15 Cr,NA,House,Pradip Karki,9860342444,realstategp46@gmail.com,Residential house on sale at Kamalpokhari
"Oct 10, 2022",195,Imadol,G.P. Real Estate Services,Lalitpur,NH17924,https://www.nepalhomes.com/detail/5-bhk-house-on-sale-at-imadol-lalitpur,2.25 Cr,NA,House,Pradip Karki,9860342444,realstategp46@gmail.com,"5 BHK house on sale at Imadol, Lalitpur"
"Oct 10, 2022",86,Imadol,G.P. Real Estate Services,Lalitpur,NH17926,https://www.nepalhomes.com/detail/3-bhk-house-on-sale-at-nayabasti-lalitpur,2.6 Cr,NA,House,Pradip Karki,9860342444,realstategp46@gmail.com,"3 BHK house on sale at Nayabasti, Lalitpur"
"Oct 9, 2022",84,Bishundole,G.P. Real Estate Services,Lalitpur,NH17917,https://www.nepalhomes.com/detail/beautiful-land-on-sale-at-bishundole-lalitpur,31.5 Lac,aana,Land,Pradip Karki,9860342444,realstategp46@gmail.com,"Beautiful land on sale at Bishundole, Lalitpur"
"Sep 29, 2022",220,Sudal,Pradip Niraula,Bhaktapur,NH17907,https://www.nepalhomes.com/detail/residential-plot-for-sale-in-sudal-bhaktapur,18.5 Lac,aana,Land,,980-1189696,pradipbabuniraula58@gmail.com,"Residential plot for sale in Sudal, Bhaktapur"
"Sep 30, 2022",95,Dhulikhel,Nepalhomes,Kavrepalanchok,NH17909,https://www.nepalhomes.com/detail/residential-land-for-sale-in-dhulikhel,15 Lac,aana,Land,,980-1189696,admin@nepalhomes.com,Residential land for sale in Dhulikhel
"Oct 9, 2022",254,Setipakha,G.P. Real Estate Services,Lalitpur,NH17914,https://www.nepalhomes.com/detail/attractive-house-on-sale-at-setipakha-hattiban,2.25 Cr,NA,House,Pradip Karki,9860342444,realstategp46@gmail.com,"Attractive house on sale at Setipakha, Hattiban"
"Oct 5, 2022",55,Raniban,WHATS THE STORY?,Kathmandu,NH17911,https://www.nepalhomes.com/detail/beautiful-house-on-sale-at-raniban-nagrajun-kathmandu-metropolitan-16,3.6 Cr,NA,House,,9813943778,nexteventinternational@gmail.com,"Beautiful house on sale at Raniban, Nagrajun (Kathmandu Metropolitan -16)"
"Oct 9, 2022",253,Tikathali,G.P. Real Estate Services,Lalitpur,NH17915,https://www.nepalhomes.com/detail/residential-house-on-sale-at-panitanki-tikathali,2.7 Cr,NA,House,Pradip Karki,9860342444,realstategp46@gmail.com,"Residential house on sale at Panitanki, Tikathali"
"Oct 9, 2022",139,Ochu Height,G.P. Real Estate Services,Lalitpur,NH17913,https://www.nepalhomes.com/detail/beautiful-house-on-sale-at-ochu-hight-imadol,3.3 Cr,NA,House,Pradip Karki,9860342444,realstategp46@gmail.com,"Beautiful house on sale at Ochu Hight, Imadol"
"Sep 27, 2022",97,Bishundole,Pukar Kunwar,Lalitpur,NH17894,https://www.nepalhomes.com/detail/land-for-sale-near-shankhadevi-temple-bishundole,14.5 Lac,aana,Land,,980-1189696,pukarkunwar781@gmail.com,"Land for sale near Shankhadevi Temple, Bishundole"
"Oct 9, 2022",68,Imadol,G.P. Real Estate Services,Lalitpur,NH17916,https://www.nepalhomes.com/detail/attractive-land-on-sale-at-imadol-lalitpur,Price on call,aana,Land,Pradip Karki,9860342444,realstategp46@gmail.com,"Attractive land on sale at Imadol, Lalitpur"
"Sep 28, 2022",192,Ochu Height,G.P. Real Estate Services,Lalitpur,NH17900,https://www.nepalhomes.com/detail/brand-new-house-on-sale-at-ochu-height-imadol,2.45 Cr,NA,House,Pradip Karki,9860342444,realstategp46@gmail.com,"Brand new house on sale at Ochu Height, Imadol"
"Sep 28, 2022",2.6k,Pasikot,Nepal Home Search,Kathmandu,NH17896,https://www.nepalhomes.com/detail/attractive-villa-house-on-sale-at-pasikot-budhanilkantha,10 Cr,NA,House,Prakash Subba,9802070333,info@nepalhomesearch.com,"Attractive villa house on sale at Pasikot, Budhanilkantha"
"Sep 28, 2022",65,Bishundole,G.P. Real Estate Services,Lalitpur,NH17898,https://www.nepalhomes.com/detail/residential-land-on-sale-at-bishundole,32 Lac,aana,Land,Pradip Karki,9860342444,realstategp46@gmail.com,Residential land on sale at Bishundole
"Sep 28, 2022",273,Changathali,G.P. Real Estate Services,Lalitpur,NH17901,https://www.nepalhomes.com/detail/house-on-sale-near-changathali-buspark,1.7 Cr,NA,House,Pradip Karki,9860342444,realstategp46@gmail.com,House on sale near Changathali Buspark
"Sep 28, 2022",225,Imadol,G.P. Real Estate Services,Lalitpur,NH17899,https://www.nepalhomes.com/detail/house-on-sale-at-timalsina-chowk-imadol,3.5 Cr,NA,House,Pradip Karki,9860342444,realstategp46@gmail.com,"House on sale at Timalsina Chowk, Imadol"
"Sep 29, 2022",88,Ochu Height,G.P. Real Estate Services,Lalitpur,NH17906,https://www.nepalhomes.com/detail/brand-new-house-for-sale-in-ochu-height-imadol,3.75 Cr,NA,House,Pradip Karki,9860342444,realstategp46@gmail.com,"Brand new house for sale in Ochu Height, Imadol"
"Sep 28, 2022",225,Nakkhu,Property In Nepal,Lalitpur,NH17902,https://www.nepalhomes.com/detail/beautiful-house-for-sale-at-nakkhu-lalitpur,3.99 Cr,NA,House,Ramesh Barudi,9818262007,propertyinnepal22@gmail.com,"Beautiful house for sale at Nakkhu, Lalitpur"
"Sep 27, 2022",229,Kwalakhu,Som Raj Shakya,Lalitpur,NH17891,https://www.nepalhomes.com/detail/house-for-sale-in-kwalakhu-lalitpur,3 Cr,NA,House,,980-1189696,shakyasomraj1961@gmail.com,"House for sale in Kwalakhu, Lalitpur"
"Sep 26, 2022",269,Chundevi,House Land,Kathmandu,NH17881,https://www.nepalhomes.com/detail/beautiful-house-on-rent-at-chundevi-kathmandu,"65,000",m,House,Ashish Shrestha,9842999119,info@houseland.com.np,"Beautiful house on rent at Chundevi, Kathmandu"
"Sep 26, 2022",192,Budhanilkantha,Lucky Housing and Real Estate,Kathmandu,NH17880,https://www.nepalhomes.com/detail/residential-house-on-sale-at-budhanilkantha-kathmandu,2.8 Cr,NA,House,Uddhav Sedhain,9823013235,support@nepalhomes.com,"Residential house on sale at Budhanilkantha, Kathmandu"
"Sep 27, 2022",132,Sitapaila,lama,Kathmandu,NH17885,https://www.nepalhomes.com/detail/beautiful-house-on-sale-at-sitapaila-nagarjun,3.8 Cr,NA,House,,980-1189696,nubrifamily@gmail.com,"Beautiful house on sale at Sitapaila, Nagarjun"
"Sep 26, 2022",188,Chundevi,House Land,Kathmandu,NH17883,https://www.nepalhomes.com/detail/4-bhk-house-on-rent-at-chundevi-kathmandu,1.7 Lac,m,House,Ashish Shrestha,9842999119,info@houseland.com.np,"4 BHK house on rent at Chundevi, Kathmandu"
"Sep 26, 2022",113,Baluwatar,Fyafulla Real Estate Services,Kathmandu,NH17879,https://www.nepalhomes.com/detail/residential-land-on-sale-at-baluwatar-kathmandu,1.8 Cr,aana,Land,Tul Bahadur Tamang,9851132469,info@fyafullaa.com,"Residential land on sale at Baluwatar, Kathmandu"
"Sep 26, 2022",120,Chundevi,House Land,Kathmandu,NH17882,https://www.nepalhomes.com/detail/commercial-house-on-rent-at-chundevi,3 Lac,m,House,Ashish Shrestha,9842999119,info@houseland.com.np,Commercial house on rent at Chundevi
"Sep 27, 2022",484,Kuleshwor,House Land,Kathmandu,NH17887,https://www.nepalhomes.com/detail/3-bhk-flat-on-rent-at-kuleshwor,"40,000",m,Flats,Ashish Shrestha,9842999119,info@houseland.com.np,3 BHK flat on rent at Kuleshwor
"Sep 26, 2022",147,Dhapasi,Fyafulla Real Estate Services,Kathmandu,NH17878,https://www.nepalhomes.com/detail/beautiful-land-on-sale-at-dhapasi-tokha,55 Lac,aana,Land,Tul Bahadur Tamang,9851132469,info@fyafullaa.com,"Beautiful land on sale at Dhapasi, Tokha"
"Sep 25, 2022",381,Pepsicola,Nepal Home Search,Kathmandu,NH17871,https://www.nepalhomes.com/detail/a-modern-house-on-sale-at-pepsicola,7.5 Cr,NA,House,Prakash Subba,9802070333,info@nepalhomesearch.com,A modern house on sale at Pepsicola
"Sep 25, 2022",392,Ichangu Narayan,Nepal Bhoomi Real Estate Agency,Kathmandu,NH17868,https://www.nepalhomes.com/detail/beautiful-house-on-sale-at-ichangunarayan-nagarjun,3.1 Cr,NA,House,Suresh Tamang,9818783518,info@nepalbhoomi.com,"Beautiful house on sale at Ichangunarayan, Nagarjun"
"Sep 23, 2022",321,Chuchepati,Fyafulla Real Estate Services,Kathmandu,NH17865,https://www.nepalhomes.com/detail/flat-on-rent-at-chuchepati-kathmandu,"26,000",m,Flats,Tul Bahadur Tamang,9851132469,info@fyafullaa.com,"Flat on rent at Chuchepati, Kathmandu"
"Sep 23, 2022",399,Sitapaila,Ghar Jagga Bazar Realestate,Kathmandu,NH17864,https://www.nepalhomes.com/detail/newly-built-house-for-sale-in-sitapaila,3.8 Cr,NA,House,Avinish Bantawa,9818909311,gharjaggabazar@gmail.com,Newly built house for sale in Sitapaila
"Sep 25, 2022",135,Naya Bazar,Fix Home Solutions,Kathmandu,NH17870,https://www.nepalhomes.com/detail/house-for-rent-at-nayabazar-kathmandu,1.4 Lac,m,House,,9863680035,fixjars@gmail.com,"House for rent at Nayabazar, Kathmandu"
"Sep 25, 2022",170,Lasuntar,Pasang Tamang,Kathmandu,NH17875,https://www.nepalhomes.com/detail/beautiful-land-on-sale-at-lasuntar-budhanilkantha,50 Lac,aana,Land,,9841315754,pasangming@gmail.com,"Beautiful land on sale at Lasuntar, Budhanilkantha"
"Sep 26, 2022",213,Dholahiti,Fyafulla Real Estate Services,Lalitpur,NH17877,https://www.nepalhomes.com/detail/commercial-house-for-rent-at-dholahiti,4 Lac,m,House,Tul Bahadur Tamang,9851132469,info@fyafullaa.com,Commercial house for rent at Dholahiti
"Sep 23, 2022",217,Pepsicola,Ghar Jagga Bazar Realestate,Kathmandu,NH17863,https://www.nepalhomes.com/detail/house-on-sale-near-nic-asia-bank-pepsicola,3.25 Cr,NA,House,Avinish Bantawa,9818909311,gharjaggabazar@gmail.com,"House on sale near NIC Asia Bank, Pepsicola"
"Sep 21, 2022",160,Nepaltar,Pabitra Bhumi,Kathmandu,NH17850,https://www.nepalhomes.com/detail/residential-house-for-sale-in-nepaltar,2.19 Cr,NA,House,Pabitra Bhumi,9823069817,pabitrabhoomi@gmail.com,Residential House For Sale in Nepaltar
"Sep 22, 2022",74,Hattimuda,Nepalhomes,Morang,NH17852,https://www.nepalhomes.com/detail/plotted-land-for-sale-at-hattimuda-08-morang,16 Lac,NA,Land,,980-1189696,admin@nepalhomes.com,"Plotted land for sale at Hattimuda-08, Morang"
"Sep 21, 2022",201,Balkumari,Pabitra Bhumi,Lalitpur,NH17851,https://www.nepalhomes.com/detail/house-for-sale-in-balkumari-lalitpur,6.6 Cr,NA,House,Pabitra Bhumi,9823069817,pabitrabhoomi@gmail.com,"House For Sale in Balkumari, Lalitpur"
"Sep 22, 2022",133,Pasikot,Fyafulla Real Estate Services,Kathmandu,NH17854,https://www.nepalhomes.com/detail/residential-house-on-sale-at-pasikot-budhanilkantha,2.8 Cr,NA,House,Tul Bahadur Tamang,9851132469,info@fyafullaa.com,"Residential house on sale at Pasikot, Budhanilkantha"
"Sep 22, 2022",101,Thapathali,Nepal Real Estate Solution,Kathmandu,NH17857,https://www.nepalhomes.com/detail/bungalow-on-rent-at-thapathali-kathmandu,5 Lac,m,House,Gopal Barudi,9851169909,info@realestateinnepal.com,"Bungalow on rent at Thapathali, Kathmandu"
"Sep 22, 2022",182,Kharibot,Lucky Housing and Real Estate,Kathmandu,NH17856,https://www.nepalhomes.com/detail/newly-built-house-on-sale-at-kharibot-kapan,2.9 Cr,NA,House,Uddhav Sedhain,9823013235,support@nepalhomes.com,Newly built house on sale at Kharibot. Kapan
"Sep 23, 2022",153,Pasikot,Fyafulla Real Estate Services,Kathmandu,NH17862,https://www.nepalhomes.com/detail/flat-system-house-on-sale-at-pasikot-budhanilkantha,3.25 Cr,NA,House,Tul Bahadur Tamang,9851132469,info@fyafullaa.com,"Flat system house on sale at Pasikot, Budhanilkantha"
"Sep 21, 2022",102,Nakhipot,Nepal Real Estate Solution,Lalitpur,NH17849,https://www.nepalhomes.com/detail/brand-new-house-on-sale-at-nakhipot,2.8 Cr,NA,House,Gopal Barudi,9851169909,info@realestateinnepal.com,Brand new house on sale at Nakhipot
"Sep 20, 2022",78,Parsa,Ramesh Thapa,Chitwan,NH17839,https://www.nepalhomes.com/detail/land-for-sale-at-khairhani-parsha,35 Lac,kattha,Land,,980-1189696,sijapatisushovan@gmail.com,"Land for sale at Khairhani, Parsha"
"Sep 20, 2022",369,Nakhipot,Hari Shrestha,Lalitpur,NH17845,https://www.nepalhomes.com/detail/beautiful-house-for-sale-at-nakhipot-lalitpur,2.7 Cr,NA,House,,9861692692,doubleninja14@gmail.com,"Beautiful house for sale at Nakhipot, Lalitpur"
"Sep 20, 2022",243,Teku,Smart D Estate,Kathmandu,NH17841,https://www.nepalhomes.com/detail/office-space-on-rent-at-teku-kathmandu,"30,000",m,Office Space,Prasanna Dharel,9861589682,info@smartdestate.com,"Office space on rent at Teku, Kathmandu"
"Sep 20, 2022",120,Godawari,Ramesh Thapa,Lalitpur,NH17843,https://www.nepalhomes.com/detail/land-for-sale-at-godawari,35 Lac,aana,Land,,980-1189696,sijapatisushovan@gmail.com,Land for sale at Godawari
"Sep 21, 2022",311,Bhaisepati,Nepal Bhoomi Real Estate Agency,Lalitpur,NH17847,https://www.nepalhomes.com/detail/land-on-sale-at-bhaisepati-lalitpur,35 Lac,aana,Land,Suresh Tamang,9818783518,info@nepalbhoomi.com,"Land on sale at Bhaisepati, Lalitpur"
"Sep 20, 2022",173,Hattiban,G.P. Real Estate Services,Lalitpur,NH17842,https://www.nepalhomes.com/detail/residential-house-on-sale-at-hattiban-lalitpur,2.55 Cr,NA,House,Pradip Karki,9860342444,realstategp46@gmail.com,"Residential house on sale at Hattiban, Lalitpur"
"Sep 21, 2022",217,Ramkot,Mahendra Shrestha,Kathmandu,NH17848,https://www.nepalhomes.com/detail/beautiful-house-on-sale-at-ramkot-nagarjun,1.75 Cr,NA,House,,9801110173,mahendrastha@gmail.com,"Beautiful house on sale at Ramkot, Nagarjun"
"Sep 19, 2022",142,Mhaipi,Nepalhomes,Kathmandu,NH17829,https://www.nepalhomes.com/detail/semi-commercial-flat-for-rent-at-mhaipi,"20,000",m,Flats,,980-1189696,admin@nepalhomes.com,Semi Commercial flat for rent at Mhaipi
"Sep 19, 2022",215,Pasikot,Smart D Estate,Kathmandu,NH17831,https://www.nepalhomes.com/detail/attractive-land-for-sale-at-pasikot-budhanilkantha,40 Lac,aana,Land,Prasanna Dharel,9861589682,info@smartdestate.com,"Attractive land for sale at Pasikot, Budhanilkantha"
"Sep 20, 2022",223,Bansbari,Nepal Home Search,Kathmandu,NH17838,https://www.nepalhomes.com/detail/newly-built-apartment-on-sale-in-bansbari-kathmandu,13 Cr,NA,Apartment,Prakash Subba,9802070333,info@nepalhomesearch.com,"Newly built apartment on sale in Bansbari, Kathmandu"
"Sep 19, 2022",184,Mandikhatar,Lucky Housing and Real Estate,Kathmandu,NH17834,https://www.nepalhomes.com/detail/new-house-on-sale-at-mandikhatar-budhanilkantha,2.95 Cr,NA,House,Uddhav Sedhain,9823013235,support@nepalhomes.com,"New house on sale at Mandikhatar, Budhanilkantha"
"Sep 19, 2022",192,Sanepa,City Realtors,Lalitpur,NH17830,https://www.nepalhomes.com/detail/duplex-penthouse-for-rent-in-sanepa,4.4 Lac,m,Apartment,City Realtors,9851182260,mail@cityrealtorsnp.com,Duplex Penthouse for rent in Sanepa
"Sep 19, 2022",207,Tenzing Chowk,Lucky Housing and Real Estate,Kathmandu,NH17836,https://www.nepalhomes.com/detail/newly-build-house-on-sale-at-tenzing-chowk-kapan,3.65 Cr,NA,House,Uddhav Sedhain,9823013235,support@nepalhomes.com,"Newly build house on sale at Tenzing Chowk, Kapan"
"Sep 19, 2022",107,Naya Bazar,Ghar Jagga Bazar Realestate,Kathmandu,NH17835,https://www.nepalhomes.com/detail/wall-system-house-on-rent-at-nayabazar,1.35 Lac,m,House,Avinish Bantawa,9818909311,gharjaggabazar@gmail.com,Wall system house on rent at Nayabazar
"Sep 19, 2022",136,Thulobharyang,Ghar Jagga Bazar Realestate,Kathmandu,NH17837,https://www.nepalhomes.com/detail/residential-land-on-sale-in-thulobharyang,48 Lac,aana,Land,Avinish Bantawa,9818909311,gharjaggabazar@gmail.com,Residential land on sale in Thulobharyang
"Sep 19, 2022",212,Old Baneshwor,Nepal Real Estate Solution,Kathmandu,NH17828,https://www.nepalhomes.com/detail/residential-house-on-sale-at-old-baneshwor,4.5 Cr,NA,House,Gopal Barudi,9851169909,info@realestateinnepal.com,Residential house on sale at Old Baneshwor
"Sep 18, 2022",197,Phutung,Fyafulla Real Estate Services,Kathmandu,NH17821,https://www.nepalhomes.com/detail/cheap-land-on-sale-in-phutung-tarkeshwor,12 Lac,aana,Land,Tul Bahadur Tamang,9851132469,info@fyafullaa.com,"Cheap land on sale in Phutung, Tarkeshwor"
"Sep 18, 2022",377,Kapan,Lucky Housing and Real Estate,Kathmandu,NH17823,https://www.nepalhomes.com/detail/attractive-house-on-sale-in-kapan,1.88 Cr,NA,House,Uddhav Sedhain,9823013235,support@nepalhomes.com,Attractive house on sale in Kapan
"Sep 18, 2022",270,Bhangal,Lucky Housing and Real Estate,Kathmandu,NH17826,https://www.nepalhomes.com/detail/residential-house-on-sale-at-bhangal-budhanilkantha,1.78 Cr,NA,House,Uddhav Sedhain,9823013235,support@nepalhomes.com,"Residential house on sale at Bhangal, Budhanilkantha"
"Sep 18, 2022",121,Danchhi,Fyafulla Real Estate Services,Kathmandu,NH17822,https://www.nepalhomes.com/detail/land-on-sale-at-danchhi-kageshwari,18.5 Lac,aana,Land,Tul Bahadur Tamang,9851132469,info@fyafullaa.com,"Land on sale at Danchhi, Kageshwari"
"Sep 18, 2022",176,Imadol,G.P. Real Estate Services,Lalitpur,NH17824,https://www.nepalhomes.com/detail/house-for-sale-near-kist-hospital-imadol,3.5 Cr,NA,House,Pradip Karki,9860342444,realstategp46@gmail.com,"House for sale near Kist Hospital, Imadol"
"Sep 18, 2022",1.1k,Hattigaunda,Lucky Housing and Real Estate,Kathmandu,NH17825,https://www.nepalhomes.com/detail/beautiful-house-on-sale-at-hattigauda-budhanilkantha,3.45 Cr,NA,House,Uddhav Sedhain,9823013235,support@nepalhomes.com,"Beautiful house on sale at Hattigauda, Budhanilkantha"
"Sep 19, 2022",418,Dhobikhola,Nepal Bhoomi Real Estate Agency,Kathmandu,NH17827,https://www.nepalhomes.com/detail/full-furnished-house-on-sale-at-dhobikhola-kathmandu,4.6 Cr,NA,House,Suresh Tamang,9818783518,info@nepalbhoomi.com,"Full furnished house on sale at Dhobikhola, Kathmandu"
"Sep 18, 2022",166,Imadol,G.P. Real Estate Services,Lalitpur,NH17819,https://www.nepalhomes.com/detail/house-on-sale-at-bhandari-road-imadol,2.7 Cr,NA,House,Pradip Karki,9860342444,realstategp46@gmail.com,"House on sale at Bhandari Road, Imadol"
"Sep 16, 2022",92,Kadaghari,Ghar Jagga Bazar Realestate,Kathmandu,NH17810,https://www.nepalhomes.com/detail/commercial-house-for-sale-in-kadaghari,6.5 Cr,NA,House,Avinish Bantawa,9818909311,gharjaggabazar@gmail.com,Commercial house for sale in Kadaghari
"Sep 16, 2022",264,Phutung,Fyafulla Real Estate Services,Kathmandu,NH17812,https://www.nepalhomes.com/detail/residential-house-on-sale-at-phutung-kathmandu,1.5 Cr,NA,House,Tul Bahadur Tamang,9851132469,info@fyafullaa.com,"Residential house on sale at Phutung, Kathmandu"
"Sep 16, 2022",207,Narayanthan,Fix Home Solutions,Kathmandu,NH17814,https://www.nepalhomes.com/detail/land-for-sale-at-narayanthan-budhanilkantha,37 Lac,aana,Land,,9863680035,fixjars@gmail.com,"Land for sale at Narayanthan, Budhanilkantha"
"Sep 16, 2022",212,Rabi Bhawan,House Land,Kathmandu,NH17815,https://www.nepalhomes.com/detail/beautiful-flat-on-rent-at-rabibhawan-kathmandu,"50,000",m,Flats,Ashish Shrestha,9842999119,info@houseland.com.np,"Beautiful flat on rent at Rabibhawan, Kathmandu"
"Sep 18, 2022",127,Naxal,Nepal Home Search,Kathmandu,NH17818,https://www.nepalhomes.com/detail/3-bhk-luxurious-villa-for-rent-at-naxal-kathmandu,3 Lac,NA,House,Prakash Subba,9802070333,info@nepalhomesearch.com,"3 BHK luxurious villa for rent at Naxal, Kathmandu"
